Date Time,Temperature,Humidity,Wind Speed,Wind Direction,NO2_Location_A,NO2_Location_B,NO2_Location_C
2020-01-01 00:00:00,22.483570765056164,83,2.099718546986108,205,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 01:00:00,19.308678494144075,88,4.073887990746879,184,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 02:00:00,23.23844269050346,79,0.9184578792040947,46,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 03:00:00,27.61514928204013,50,3.1469102012677572,227,56.162994829728916,,
2020-01-01 04:00:00,18.829233126383322,42,2.6643780044875567,38,56.162994829728916,,74.40586452746072
2020-01-01 05:00:00,18.8293152152541,45,3.3904648665735233,15,56.162994829728916,,
2020-01-01 06:00:00,27.896064077536955,48,0.7918411751733576,21,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 07:00:00,23.837173645764544,45,3.1099270434265907,212,,67.45155196783887,74.40586452746072
2020-01-01 08:00:00,17.65262807032524,48,3.026680645817857,309,56.162994829728916,67.45155196783887,
2020-01-01 09:00:00,22.712800217929825,78,3.0229704248727693,148,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 10:00:00,17.682911535937688,70,3.2156944996840466,240,56.162994829728916,67.45155196783887,
2020-01-01 11:00:00,17.671351232148716,71,3.54410571751863,271,56.162994829728916,67.45155196783887,
2020-01-01 12:00:00,21.20981135783017,80,4.122450498563464,58,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 13:00:00,10.43359877671101,89,1.7141932405769644,286,,67.45155196783887,
2020-01-01 14:00:00,11.375410837434837,51,4.212722345810279,201,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 15:00:00,17.188562353795135,47,2.742150570185541,31,56.162994829728916,67.45155196783887,
2020-01-01 16:00:00,14.93584439832788,47,0.8467622561044903,161,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 17:00:00,21.571236662976368,89,0.7634791815979064,254,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 18:00:00,15.459879622393945,67,2.0040724341322735,253,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 19:00:00,12.938481493323543,59,4.032036397001604,8,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 20:00:00,27.32824384460777,86,3.684564206334121,138,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-01 21:00:00,18.871118497567323,46,4.04876734102583,9,56.162994829728916,,
2020-01-01 22:00:00,20.33764102343962,50,2.827710753987242,213,56.162994829728916,67.45155196783887,
2020-01-01 23:00:00,12.876259068932717,59,2.4808954907997074,272,56.162994829728916,,74.40586452746072
2020-01-02 00:00:00,17.278086377374088,55,1.1635363701782777,323,56.162994829728916,67.45155196783887,
2020-01-02 01:00:00,20.55461294854933,43,1.976867391241902,47,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-02 02:00:00,14.245032112888486,45,2.4530871477824387,110,,67.45155196783887,
2020-01-02 03:00:00,21.87849009172836,61,0.8987019335582775,152,56.162994829728916,,74.40586452746072
2020-01-02 04:00:00,16.996806550405974,65,1.4927537872004506,122,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-02 05:00:00,18.541531251033618,42,3.1920138232868247,356,56.162994829728916,67.45155196783887,
2020-01-02 06:00:00,16.991466938853016,80,3.810484014076354,101,,,74.40586452746072
2020-01-02 07:00:00,29.261390922544688,81,4.992563801268274,240,,67.45155196783887,
2020-01-02 08:00:00,19.93251387631033,53,4.69900999104601,320,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-02 09:00:00,14.711445355220498,50,3.391543397908362,190,56.162994829728916,67.45155196783887,
2020-01-02 10:00:00,24.112724560515943,57,2.3956162398233243,216,56.162994829728916,,74.40586452746072
2020-01-02 11:00:00,13.895781750144888,51,3.362798141187047,50,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-02 12:00:00,21.044317975023777,62,4.035432281361044,291,56.162994829728916,67.45155196783887,
2020-01-02 13:00:00,10.201649380601122,51,1.032512859155243,80,56.162994829728916,67.45155196783887,
2020-01-02 14:00:00,13.359069755507846,52,2.344572003633297,87,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-02 15:00:00,20.984306179345616,64,4.279110285360277,193,56.162994829728916,,
2020-01-02 16:00:00,23.692332899977053,84,2.2272482836986978,103,56.162994829728916,,74.40586452746072
2020-01-02 17:00:00,20.85684140594985,58,3.0734252205223394,270,56.162994829728916,,74.40586452746072
2020-01-02 18:00:00,19.421758588058797,85,3.144962123879892,95,56.162994829728916,67.45155196783887,
2020-01-02 19:00:00,18.494481522053555,75,1.3301431391013772,197,,,74.40586452746072
2020-01-02 20:00:00,12.607390048162863,84,2.1300594874352976,0,56.162994829728916,,74.40586452746072
2020-01-02 21:00:00,16.400778958026457,47,2.005300799338695,166,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-02 22:00:00,17.696806145201062,68,0.6178851883942915,125,56.162994829728916,,74.40586452746072
2020-01-02 23:00:00,25.285611131094576,71,0.6088629375110985,312,56.162994829728916,,
2020-01-03 00:00:00,21.71809144784231,83,4.2426366965409805,80,56.162994829728916,67.45155196783887,
2020-01-03 01:00:00,11.18479922318633,57,1.728818644877656,250,,,74.40586452746072
2020-01-03 02:00:00,21.620419846973974,45,2.8313544480746695,168,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-03 03:00:00,18.074588597918417,57,1.8442650811494787,72,56.162994829728916,67.45155196783887,
2020-01-03 04:00:00,16.615389998470206,58,4.733056603019032,140,56.162994829728916,67.45155196783887,74.40586452746072
2020-01-03 05:00:00,23.05838144420434,61,1.6668354148959819,69,,67.45155196783887,74.40586452746072
2020-01-03 06:00:00,25.154997612479754,76,2.433455657325208,261,56.162994829728916,67.45155196783887,
2020-01-03 07:00:00,24.656400595580994,71,4.427286127180708,339,56.162994829728916,67.45155196783887,74.40586452746072
